sim_time,state,cmd_elev,act_elev,cmd_rud,act_rud,cmd_thr,act_thr,cmd_depth,state_target_depth,act_depth,pos_n,pos_e,depth,heading_deg,speed,pitch_deg,altitude,oa1_range,oa2_range,roll_deg,seafloor_n,seafloor_e,seafloor_d,faults_active,fault_components,detected,det_component,det_method,det_mismatch,elev_cnt,rud_cnt,thr_cnt,depth_cnt,V_batt,SOC,I_batt,P_total,eta_motor,P_motor,P_hotel,usbl_range,usbl_azimuth,usbl_elevation,dock_n,dock_e,dock_d,state_target_wp_id,py_alt_fwd,py_alt_aft,py_alt_left,py_alt_right,py_alt_avg,alt_diff
0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,-0.0,0.0,-0.0,9.7,34.386,40.0,-0.0,500.0,500.0,9.7,0,none,0,none,none,0.0,0,0,0,0,46.86,0.84999993,0.639,30.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
1.0,0,-0.1548,-0.0776,-0.035,-0.0213,3.868,3.868,180.0,180.0,0.007,500.05,500.0,0.01,0.01,0.096,-5.12,9.75,34.393,40.0,0.43,500.05,500.0,9.76,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84997485,4.513,209.7,0.036,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
2.0,0,-0.2568,-0.2363,-0.0727,-0.0572,3.868,3.868,180.0,180.0,0.028,500.18,500.0,0.03,0.14,0.166,-13.78,9.95,34.43,40.0,0.06,500.18,500.0,9.98,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84994978,4.513,209.7,0.038,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
3.0,0,-0.1917,-0.237,-0.1074,-0.094,3.868,3.868,180.0,180.0,0.075,500.37,500.0,0.07,0.59,0.22,-18.4,10.15,34.443,40.0,0.41,500.37,500.0,10.22,0,none,0,none,none,0.0,0,0,0,0,46.47,0.8499247,4.513,209.7,0.041,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
4.0,0,0.0249,-0.0692,-0.1411,-0.1281,3.868,3.868,180.0,180.0,0.144,500.61,500.0,0.14,1.45,0.272,-16.24,9.95,34.318,40.0,0.2,500.61,500.0,10.09,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84989963,4.513,209.7,0.044,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
5.0,0,0.2273,0.1553,-0.1704,-0.1589,3.868,3.868,180.0,180.0,0.219,500.9,500.01,0.22,2.75,0.329,-11.56,9.7,34.174,40.0,0.29,500.9,500.01,9.92,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84987456,4.513,209.7,0.048,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
6.0,0,0.3539,0.312,-0.1931,-0.1856,3.868,3.868,180.0,180.0,0.289,501.25,500.02,0.29,4.57,0.384,-9.48,9.55,34.065,40.0,0.34,501.25,500.02,9.84,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84984948,4.513,209.7,0.051,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
7.0,0,0.4274,0.4006,-0.2336,-0.2408,3.868,3.868,180.0,180.0,0.361,501.65,500.04,0.36,7.17,0.433,-11.21,9.55,33.995,40.0,0.32,501.65,500.04,9.91,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84982441,4.513,209.7,0.055,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
8.0,0,0.4745,0.4673,-0.1916,-0.2098,3.868,3.868,180.0,180.0,0.453,502.09,500.08,0.45,10.93,0.471,-15.03,9.6,33.921,40.0,0.64,502.09,500.08,10.05,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84979933,4.513,209.7,0.058,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
9.0,0,0.4202,0.4351,-0.144,-0.1631,3.868,3.868,180.0,180.0,0.583,502.56,500.15,0.58,15.63,0.503,-18.7,9.65,33.81,40.0,0.74,502.56,500.15,10.23,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84977426,4.513,209.7,0.061,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
10.0,0,0.4167,0.4142,-0.0991,-0.1163,3.868,3.868,180.0,180.0,0.746,503.04,500.27,0.75,20.69,0.533,-20.44,9.55,33.625,40.0,1.07,503.04,500.27,10.3,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84974918,4.513,209.7,0.063,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
11.0,0,0.4256,0.4228,-0.0604,-0.075,3.868,3.868,180.0,180.0,0.929,503.53,500.43,0.93,25.63,0.564,-20.7,9.4,33.407,40.0,0.98,503.53,500.43,10.33,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84972411,4.513,209.7,0.066,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
12.0,0,0.4225,0.4256,-0.0297,-0.0411,3.868,3.868,180.0,180.0,1.125,504.03,500.65,1.12,30.1,0.595,-20.79,9.2,33.163,40.0,1.09,504.03,500.65,10.32,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84969903,4.514,209.7,0.068,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
13.0,0,0.4077,0.4143,-0.0059,-0.0145,3.868,3.868,180.0,180.0,1.333,504.54,500.91,1.33,33.96,0.625,-21.3,9.0,32.908,40.0,0.95,504.54,500.91,10.33,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84967396,4.514,209.7,0.071,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
14.0,0,0.3921,0.3979,0.0109,0.005,3.868,3.868,180.0,180.0,1.559,505.05,501.23,1.56,37.17,0.654,-22.07,8.8,32.636,40.0,0.93,505.05,501.23,10.36,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84964888,4.514,209.7,0.073,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
15.0,0,0.3802,0.3846,0.0221,0.0182,3.868,3.868,180.0,180.0,1.802,505.56,501.59,1.8,39.75,0.682,-22.8,8.6,32.348,40.0,0.83,505.56,501.59,10.4,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84962381,4.514,209.7,0.076,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
16.0,0,0.3706,0.3743,0.0283,0.0263,3.868,3.868,180.0,180.0,2.064,506.07,501.99,2.06,41.74,0.709,-23.42,5.0,31.327,34.36,0.75,506.07,501.99,7.06,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84959873,4.514,209.7,0.078,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
17.0,0,0.3611,0.365,0.0307,0.03,3.868,3.868,180.0,180.0,2.343,506.58,502.42,2.34,43.21,0.735,-23.98,4.8,31.019,33.85,0.68,506.58,502.42,7.14,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84957366,4.514,209.7,0.081,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
18.0,0,0.3513,0.3552,0.0305,0.0309,3.868,3.868,180.0,180.0,2.639,507.09,502.88,2.64,44.25,0.76,-24.53,4.45,30.674,33.146,0.58,507.09,502.88,7.09,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84954858,4.514,209.7,0.083,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
19.0,0,0.3419,0.3456,0.0285,0.0294,3.868,3.868,180.0,180.0,2.952,507.6,503.36,2.95,44.92,0.785,-25.08,4.15,30.322,32.506,0.55,507.6,503.36,7.1,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84952351,4.514,209.7,0.085,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
20.0,0,0.3329,0.3365,0.0254,0.0266,3.868,3.868,180.0,180.0,3.282,508.13,503.86,3.28,45.34,0.809,-25.61,3.8,29.948,31.811,0.47,508.13,503.86,7.08,0,none,0,none,none,0.0,0,0,0,0,46.47,0.84949843,4.514,209.7,0.087,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
21.0,0,0.3246,0.3279,0.0216,0.0232,3.868,3.868,180.0,180.0,3.628,508.65,504.39,3.63,45.55,0.831,-26.1,3.45,29.562,31.123,0.45,508.65,504.39,7.08,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84947335,4.514,209.7,0.089,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
22.0,0,0.3167,0.3198,0.018,0.0194,3.868,3.868,180.0,180.0,3.99,509.19,504.93,3.99,45.62,0.853,-26.57,3.05,29.157,30.4,0.41,509.19,504.93,7.04,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84944828,4.514,209.7,0.091,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
23.0,0,0.3092,0.3122,0.0143,0.0157,3.868,3.868,180.0,180.0,4.368,509.74,505.48,4.37,45.61,0.875,-27.02,2.65,28.741,29.697,0.4,509.74,505.48,7.02,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8494232,4.514,209.7,0.093,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
24.0,0,0.3022,0.305,0.011,0.0123,3.868,3.868,180.0,180.0,4.761,510.29,506.05,4.76,45.54,0.895,-27.44,2.2,28.311,28.982,0.38,510.29,506.05,6.96,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84939813,4.514,209.7,0.095,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
25.0,0,0.2955,0.2982,0.0082,0.0092,3.868,3.868,180.0,180.0,5.169,510.86,506.62,5.17,45.44,0.915,-27.84,1.75,27.872,28.304,0.36,510.86,506.62,6.92,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84937305,4.514,209.7,0.097,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
26.0,0,0.2892,0.2917,0.0059,0.0067,3.868,3.868,180.0,180.0,5.592,511.43,507.21,5.59,45.34,0.934,-28.21,1.25,27.422,27.646,0.36,511.43,507.21,6.84,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84934798,4.514,209.7,0.099,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
27.0,0,0.2833,0.2856,0.0043,0.0048,3.868,3.868,180.0,180.0,6.029,512.02,507.81,6.03,45.26,0.952,-28.57,0.8,26.969,27.062,0.35,512.02,507.81,6.83,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8493229,4.514,209.7,0.1,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
28.0,0,0.2776,0.2798,0.0033,0.0036,3.868,3.868,180.0,180.0,6.479,512.61,508.41,6.48,45.19,0.97,-28.9,0.25,26.507,26.516,0.36,512.61,508.41,6.73,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84929783,4.514,209.7,0.102,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
29.0,0,0.2723,0.2744,0.0029,0.0031,3.868,3.868,180.0,180.0,6.942,513.22,509.02,6.94,45.15,0.987,-29.22,0.25,26.043,26.052,0.36,513.22,509.02,7.19,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84927275,4.514,209.7,0.104,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
30.0,0,0.2672,0.2692,0.003,0.0029,3.868,3.868,180.0,180.0,7.419,513.83,509.65,7.42,45.15,1.003,-29.52,0.0,25.949,25.968,0.37,513.83,509.65,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84924768,4.514,209.7,0.105,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
31.0,0,0.2625,0.2644,0.0032,0.0031,3.868,3.868,180.0,180.0,7.907,514.46,510.28,7.91,45.16,1.019,-29.81,0.0,25.949,25.968,0.38,514.46,510.28,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8492226,4.514,209.7,0.107,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
32.0,0,0.2579,0.2597,0.0036,0.0034,3.868,3.868,180.0,180.0,8.408,515.09,510.91,8.41,45.19,1.035,-30.08,0.0,25.949,25.968,0.39,515.09,510.91,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84919753,4.514,209.7,0.108,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
33.0,0,0.2537,0.2554,0.004,0.0039,3.868,3.868,180.0,180.0,8.921,515.72,511.56,8.92,45.23,1.049,-30.33,0.0,25.949,25.968,0.4,515.72,511.56,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84917245,4.514,209.7,0.109,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
34.0,0,0.2496,0.2512,0.0043,0.0042,3.868,3.868,180.0,180.0,9.444,516.37,512.21,9.44,45.27,1.064,-30.58,0.0,25.949,25.968,0.4,516.37,512.21,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84914738,4.514,209.7,0.111,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
35.0,0,0.2458,0.2473,0.0045,0.0044,3.868,3.868,180.0,180.0,9.979,517.02,512.87,9.98,45.31,1.077,-30.81,0.0,25.949,25.968,0.41,517.02,512.87,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8491223,4.514,209.7,0.112,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
36.0,0,0.2421,0.2436,0.0046,0.0045,3.868,3.868,180.0,180.0,10.524,517.68,513.54,10.52,45.34,1.091,-31.02,0.0,25.949,25.968,0.41,517.68,513.54,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84909723,4.514,209.7,0.113,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
37.0,0,0.2387,0.24,0.0045,0.0045,3.868,3.868,180.0,180.0,11.079,518.34,514.21,11.08,45.36,1.103,-31.23,0.0,25.949,25.968,0.41,518.34,514.21,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84907215,4.514,209.7,0.115,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
38.0,0,0.2354,0.2367,0.0044,0.0044,3.868,3.868,180.0,180.0,11.644,519.01,514.89,11.64,45.37,1.116,-31.42,0.0,25.949,25.968,0.41,519.01,514.89,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84904708,4.514,209.7,0.116,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
39.0,0,0.2323,0.2335,0.0042,0.0043,3.868,3.868,180.0,180.0,12.219,519.69,515.58,12.22,45.37,1.128,-31.61,0.0,25.949,25.968,0.41,519.69,515.58,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.849022,4.514,209.7,0.117,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
40.0,0,0.2293,0.2305,0.004,0.004,3.868,3.868,180.0,180.0,12.802,520.37,516.27,12.8,45.36,1.139,-31.78,0.0,25.949,25.968,0.41,520.37,516.27,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84899692,4.514,209.7,0.118,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
41.0,0,0.2265,0.2276,0.0038,0.0039,3.868,3.868,180.0,180.0,13.395,521.06,516.97,13.39,45.36,1.15,-31.95,0.0,25.949,25.968,0.41,521.06,516.97,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84897185,4.514,209.7,0.119,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
42.0,0,0.2238,0.2249,0.0036,0.0037,3.868,3.868,180.0,180.0,13.996,521.75,517.68,14.0,45.35,1.161,-32.11,0.0,25.949,25.968,0.41,521.75,517.68,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84894677,4.514,209.7,0.12,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
43.0,0,0.2214,0.2224,0.0035,0.0036,3.868,3.868,180.0,180.0,14.605,522.44,518.39,14.6,45.34,1.171,-32.26,0.0,25.949,25.968,0.41,522.44,518.39,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8489217,4.514,209.7,0.121,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
44.0,0,0.219,0.2199,0.0034,0.0034,3.868,3.868,180.0,180.0,15.222,523.15,519.1,15.22,45.33,1.181,-32.4,0.0,25.949,25.968,0.42,523.15,519.1,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84889662,4.514,209.7,0.122,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
45.0,0,0.2167,0.2176,0.0033,0.0034,3.868,3.868,180.0,180.0,15.846,523.85,519.82,15.85,45.33,1.19,-32.53,0.0,25.949,25.968,0.42,523.85,519.82,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84887155,4.514,209.7,0.123,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
46.0,0,0.2146,0.2154,0.0033,0.0033,3.868,3.868,180.0,180.0,16.478,524.56,520.54,16.48,45.33,1.199,-32.66,0.0,25.949,25.968,0.42,524.56,520.54,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84884647,4.514,209.7,0.124,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
47.0,0,0.2125,0.2133,0.0033,0.0033,3.868,3.868,180.0,180.0,17.116,525.28,521.27,17.12,45.33,1.208,-32.78,0.0,25.949,25.968,0.42,525.28,521.27,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8488214,4.514,209.7,0.124,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
48.0,0,0.2106,0.2113,0.0034,0.0033,3.868,3.868,180.0,180.0,17.762,526.0,522.0,17.76,45.33,1.216,-32.9,0.0,25.949,25.968,0.42,526.0,522.0,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84879632,4.514,209.7,0.125,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
49.0,0,0.2088,0.2095,0.0032,0.0033,3.868,3.868,180.0,180.0,18.413,526.72,522.73,18.41,45.32,1.224,-33.01,0.0,25.949,25.968,0.43,526.72,522.73,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84877125,4.514,209.7,0.126,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
50.0,0,0.207,0.2077,0.0033,0.0034,3.868,3.868,180.0,180.0,19.071,527.45,523.47,19.07,45.32,1.232,-33.11,0.0,25.949,25.968,0.43,527.45,523.47,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84874617,4.514,209.7,0.127,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
51.0,0,0.2054,0.2061,0.0032,0.0032,3.868,3.868,180.0,180.0,19.735,528.18,524.21,19.74,45.32,1.239,-33.21,0.0,25.949,25.968,0.43,528.18,524.21,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84872109,4.514,209.7,0.127,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
52.0,0,0.2038,0.2044,0.0032,0.0033,3.868,3.868,180.0,180.0,20.405,528.92,524.96,20.4,45.32,1.246,-33.3,0.0,25.949,25.968,0.43,528.92,524.96,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84869602,4.514,209.7,0.128,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
53.0,0,0.2023,0.2029,0.0032,0.0032,3.868,3.868,180.0,180.0,21.079,529.65,525.71,21.08,45.32,1.253,-33.39,0.0,25.949,25.968,0.43,529.65,525.71,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84867094,4.514,209.7,0.129,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
54.0,0,0.201,0.2015,0.0032,0.0032,3.868,3.868,180.0,180.0,21.759,530.39,526.46,21.76,45.32,1.259,-33.47,0.0,25.949,25.968,0.43,530.39,526.46,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84864587,4.514,209.7,0.129,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
55.0,0,0.1996,0.2001,0.0031,0.0031,3.868,3.868,180.0,180.0,22.444,531.14,527.22,22.44,45.32,1.265,-33.55,0.0,25.949,25.968,0.43,531.14,527.22,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84862079,4.514,209.7,0.13,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
56.0,0,0.1983,0.1988,0.0031,0.0031,3.868,3.868,180.0,180.0,23.134,531.88,527.97,23.13,45.32,1.271,-33.63,0.0,25.949,25.968,0.43,531.88,527.97,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84859572,4.514,209.7,0.13,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
57.0,0,0.1971,0.1976,0.0031,0.0031,3.868,3.868,180.0,180.0,23.828,532.63,528.73,23.83,45.31,1.277,-33.7,0.0,25.949,25.968,0.44,532.63,528.73,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84857064,4.514,209.7,0.131,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
58.0,0,0.196,0.1964,0.0031,0.003,3.868,3.868,180.0,180.0,24.527,533.39,529.5,24.53,45.31,1.282,-33.77,0.0,25.949,25.968,0.44,533.39,529.5,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84854557,4.514,209.7,0.132,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
59.0,0,0.1949,0.1954,0.0031,0.0031,3.868,3.868,180.0,180.0,25.23,534.14,530.26,25.23,45.31,1.287,-33.83,0.0,25.949,25.968,0.44,534.14,530.26,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84852049,4.514,209.7,0.132,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
60.0,0,0.1939,0.1943,0.003,0.0031,3.868,3.868,180.0,180.0,25.936,534.9,531.03,25.94,45.31,1.292,-33.89,0.0,25.949,25.968,0.44,534.9,531.03,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84849541,4.514,209.7,0.132,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
61.0,1,0.1625,0.1715,0.003,0.0031,3.868,3.868,180.0,180.0,26.647,535.66,531.81,26.65,45.32,1.299,-33.25,0.0,25.949,25.968,0.54,535.66,531.81,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84846908,4.514,209.7,0.133,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
62.0,1,0.0955,0.1112,0.0032,0.0035,3.868,3.868,180.0,180.0,27.34,536.43,532.59,27.34,45.33,1.306,-31.62,0.0,25.949,25.968,0.29,536.43,532.59,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.848444,4.514,209.7,0.134,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
63.0,1,0.0915,0.0921,0.0022,0.0022,3.868,3.868,180.0,180.0,27.999,537.23,533.4,28.0,45.32,1.314,-28.27,0.0,25.949,25.968,0.42,537.23,533.4,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84841893,4.514,209.7,0.135,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
64.0,1,0.0906,0.0913,0.0024,0.0026,3.868,3.868,180.0,180.0,28.597,538.05,534.23,28.6,45.31,1.324,-24.82,0.0,25.949,25.968,0.24,538.05,534.23,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84839385,4.514,209.7,0.135,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
65.0,1,0.0912,0.0904,0.0011,0.0014,3.868,3.868,180.0,180.0,29.135,538.9,535.1,29.14,45.27,1.333,-22.51,0.0,25.949,25.968,0.31,538.9,535.1,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84836878,4.514,209.7,0.136,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
66.0,1,0.0935,0.0926,0.0013,0.0014,3.868,3.868,180.0,180.0,29.635,539.78,535.98,29.64,45.23,1.342,-21.39,0.0,25.949,25.968,0.25,539.78,535.98,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8483437,4.514,209.7,0.137,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
67.0,1,0.0918,0.0935,0.0009,0.001,3.868,3.868,180.0,180.0,30.117,540.66,536.88,30.12,45.2,1.349,-21.29,0.0,25.949,25.968,0.29,540.66,536.88,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84831862,4.514,209.7,0.138,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
68.0,1,0.0898,0.0901,0.0012,0.0011,3.868,3.868,180.0,180.0,30.602,541.55,537.77,30.6,45.18,1.354,-21.69,0.0,25.949,25.968,0.29,541.55,537.77,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84829355,4.514,209.7,0.138,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
69.0,1,0.0889,0.0895,0.0014,0.0013,3.868,3.868,180.0,180.0,31.097,542.44,538.67,31.1,45.18,1.359,-22.03,0.0,25.949,25.968,0.3,542.44,538.67,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84826847,4.514,209.7,0.139,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
70.0,1,0.087,0.0878,0.0016,0.0015,3.868,3.868,180.0,180.0,31.6,543.33,539.57,31.6,45.19,1.364,-22.2,0.0,25.949,25.968,0.31,543.33,539.57,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.8482434,4.514,209.7,0.139,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
71.0,1,0.0852,0.0859,0.0018,0.0017,3.868,3.868,180.0,180.0,32.108,544.22,540.47,32.11,45.2,1.369,-22.21,0.0,25.949,25.968,0.3,544.22,540.47,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84821832,4.514,209.7,0.14,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
72.0,1,0.0837,0.0842,0.0019,0.0018,3.868,3.868,180.0,180.0,32.617,545.12,541.37,32.62,45.21,1.374,-22.11,0.0,25.949,25.968,0.31,545.12,541.37,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84819325,4.514,209.7,0.14,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
73.0,1,0.0824,0.0828,0.0019,0.002,3.868,3.868,180.0,180.0,33.125,546.02,542.28,33.12,45.21,1.378,-21.97,0.0,25.949,25.968,0.3,546.02,542.28,0.0,0,none,0,none,none,0.0,0,0,0,0,46.46,0.84816817,4.514,209.7,0.141,179.7,30.0,0.0,0.0,0.0,100.0,200.0,50.0,0,,,,,,
